Forage: 21, 21, 24, 19, 20, 16, 13, 18, 8, 11, 15, 14
Forage: 22, 26, 22, 17, 15, 15, 16, 13, 14, 11, 16, 10
Forage: 15, 25, 21, 15, 16, 17, 15, 20, 12, 14, 9, 13
Forage: 22, 20, 23, 18, 11, 17, 14, 13, 15, 7, 15, 6
Forage: 17, 25, 20, 19, 18, 18, 12, 18, 13, 13, 10, 13
Forage: 19, 22, 19, 18, 14, 17, 14, 13, 14, 13, 10, 13
Forage: 22, 22, 18, 24, 19, 18, 14, 17, 15, 11, 14, 9
Forage: 21, 22, 18, 19, 16, 13, 16, 17, 12, 16, 10, 13
Forage: 21, 20, 23, 16, 14, 16, 14, 15, 16, 11, 13, 12
Forage: 22, 21, 18, 18, 17, 22, 12, 20, 16, 15, 10, 9
Forage: 21, 16, 23, 18, 15, 14, 16, 17, 15, 13, 9, 15
Forage: 19, 21, 22, 21, 14, 16, 17, 15, 13, 14, 8, 15
Forage: 19, 24, 21, 17, 16, 17, 16, 16, 12, 14, 10, 11
Forage: 25, 19, 18, 20, 14, 18, 15, 13, 15, 13, 18, 11
Forage: 22, 24, 17, 17, 18, 19, 15, 14, 14, 10, 11, 9
Forage: 19, 24, 20, 21, 11, 15, 18, 16, 13, 13, 15, 13
Forage: 22, 26, 21, 16, 20, 16, 12, 15, 12, 16, 13, 10
Forage: 21, 26, 20, 22, 17, 17, 18, 12, 9, 11, 15, 9
Forage: 22, 19, 25, 16, 13, 16, 10, 16, 13, 16, 10, 8
Forage: 18, 22, 19, 21, 17, 18, 18, 13, 15, 14, 12, 11
Forage: 20, 25, 20, 19, 16, 14, 13, 16, 17, 15, 7, 17
Forage: 20, 22, 18, 17, 17, 14, 13, 17, 11, 13, 8, 17
Forage: 21, 27, 23, 18, 16, 13, 16, 16, 12, 15, 8, 9
Forage: 20, 22, 27, 15, 16, 18, 14, 14, 17, 11, 14, 10
Forage: 25, 19, 25, 17, 15, 17, 12, 15, 14, 12, 10, 7
Forage: 22, 20, 22, 18, 17, 15, 16, 15, 14, 16, 10, 13
Forage: 22, 25, 21, 17, 17, 15, 18, 15, 15, 12, 13, 9
Forage: 19, 20, 14, 22, 18, 16, 15, 17, 17, 13, 14, 7
Forage: 25, 22, 17, 18, 18, 18, 12, 19, 14, 12, 14, 13
Forage: 18, 25, 19, 14, 20, 15, 14, 16, 14, 11, 14, 12
Forage: 24, 18, 23, 12, 20, 14, 15, 15, 11, 15, 11, 11
Forage: 23, 24, 22, 20, 14, 17, 15, 14, 11, 12, 12, 10
Forage: 21, 20, 15, 22, 24, 14, 15, 15, 12, 14, 9, 15
Forage: 20, 25, 19, 20, 11, 21, 17, 15, 14, 10, 14, 11
Forage: 20, 22, 16, 19, 18, 13, 18, 15, 15, 13, 13, 11
Forage: 20, 23, 20, 19, 19, 18, 11, 15, 11, 14, 8, 10
Forage: 19, 19, 17, 27, 12, 13, 14, 16, 14, 15, 12, 10
Forage: 23, 23, 19, 17, 19, 16, 16, 9, 14, 14, 15, 8
Forage: 15, 22, 22, 19, 18, 16, 15, 12, 16, 12, 15, 10
Forage: 20, 19, 17, 16, 20, 16, 16, 9, 16, 13, 14, 11
Forage: 23, 19, 20, 20, 18, 18, 13, 14, 15, 11, 12, 10
Forage: 23, 21, 13, 20, 20, 14, 12, 18, 17, 13, 17, 9
Forage: 22, 18, 17, 17, 19, 15, 18, 14, 17, 11, 15, 11
Forage: 23, 25, 16, 18, 15, 14, 12, 14, 16, 13, 10, 12
Forage: 19, 22, 17, 19, 18, 12, 19, 14, 18, 9, 14, 10
Forage: 23, 20, 22, 19, 16, 19, 16, 14, 13, 14, 11, 14
Forage: 20, 22, 21, 19, 16, 17, 14, 15, 16, 10, 9, 11
Forage: 21, 20, 19, 15, 19, 19, 19, 12, 11, 14, 11, 11
Forage: 20, 21, 25, 21, 15, 12, 13, 13, 14, 14, 9, 12
Forage: 20, 20, 21, 16, 21, 16, 17, 13, 14, 15, 9, 9
Forage: 21, 21, 24, 19, 20, 16, 13, 18, 8, 11, 15, 14
Forage: 22, 26, 22, 17, 15, 15, 16, 13, 14, 11, 16, 10
Forage: 15, 25, 21, 15, 16, 17, 15, 20, 12, 14, 9, 13
Forage: 22, 20, 23, 18, 11, 17, 14, 13, 15, 7, 15, 6
Forage: 17, 25, 20, 19, 18, 18, 12, 18, 13, 13, 10, 13
Forage: 19, 22, 19, 18, 14, 17, 14, 13, 14, 13, 10, 13
Forage: 22, 22, 18, 24, 19, 18, 14, 17, 15, 11, 14, 9
Forage: 21, 22, 18, 19, 16, 13, 16, 17, 12, 16, 10, 13
Forage: 21, 20, 23, 16, 14, 16, 14, 15, 16, 11, 13, 12
Forage: 22, 21, 18, 18, 17, 22, 12, 20, 16, 15, 10, 9
Forage: 21, 16, 23, 18, 15, 14, 16, 17, 15, 13, 9, 15
Forage: 19, 21, 22, 21, 14, 16, 17, 15, 13, 14, 8, 15
Forage: 19, 24, 21, 17, 16, 17, 16, 16, 12, 14, 10, 11
Forage: 25, 19, 18, 20, 14, 18, 15, 13, 15, 13, 18, 11
Forage: 22, 24, 17, 17, 18, 19, 15, 14, 14, 10, 11, 9
Forage: 19, 24, 20, 21, 11, 15, 18, 16, 13, 13, 15, 13
Forage: 17, 24, 17, 20, 16, 17, 12, 16, 14, 11, 14, 14
Forage: 16, 18, 15, 20, 13, 12, 16, 15, 14, 15, 10, 11
Forage: 14, 20, 19, 17, 18, 14, 12, 16, 12, 15, 12, 14
Forage: 18, 20, 17, 17, 17, 16, 14, 14, 12, 12, 17, 12
Forage: 13, 21, 19, 16, 12, 16, 17, 13, 18, 16, 8, 9
Forage: 17, 15, 13, 16, 16, 14, 14, 12, 17, 10, 16, 14
Forage: 16, 16, 21, 15, 14, 18, 14, 14, 15, 10, 12, 13
Forage: 15, 10, 18, 16, 17, 18, 17, 15, 16, 13, 9, 14
Forage: 14, 13, 20, 19, 17, 20, 12, 18, 12, 15, 14, 10
Forage: 21, 19, 15, 19, 14, 15, 17, 15, 12, 12, 10, 15
Forage: 16, 19, 13, 19, 16, 14, 10, 16, 14, 13, 13, 14
Forage: 14, 21, 18, 23, 16, 15, 14, 16, 17, 10, 18, 11
Forage: 16, 21, 19, 15, 19, 16, 14, 13, 12, 16, 14, 13
Forage: 14, 21, 19, 16, 15, 15, 18, 12, 12, 16, 9, 11
Forage: 17, 17, 17, 20, 17, 16, 16, 15, 15, 12, 10, 10
Forage: 14, 18, 21, 20, 13, 14, 14, 16, 13, 15, 14, 13
Forage: 15, 22, 20, 14, 18, 17, 15, 13, 17, 11, 15, 8
Forage: 15, 20, 19, 14, 20, 17, 16, 12, 18, 12, 10, 12
Forage: 16, 20, 15, 14, 18, 15, 16, 14, 13, 9, 15, 11
Forage: 17, 19, 22, 18, 15, 16, 13, 17, 13, 14, 12, 10
Forage: 14, 21, 21, 18, 16, 14, 16, 13, 12, 11, 17, 9
Forage: 17, 18, 15, 16, 15, 19, 16, 14, 16, 16, 11, 8
Forage: 14, 15, 13, 17, 17, 16, 20, 13, 12, 17, 13, 13
Forage: 16, 19, 18, 17, 19, 15, 15, 12, 16, 11, 12, 12
Forage: 17, 17, 15, 15, 16, 17, 16, 18, 14, 14, 13, 9
Forage: 16, 18, 16, 19, 14, 18, 17, 14, 16, 14, 11, 13
Forage: 12, 13, 19, 19, 16, 16, 16, 14, 13, 12, 13, 14
Forage: 18, 18, 16, 17, 20, 13, 13, 15, 12, 13, 11, 11
Forage: 16, 22, 20, 15, 19, 14, 16, 8, 14, 7, 14, 10
Forage: 12, 20, 19, 18, 13, 18, 11, 18, 14, 15, 14, 9
Forage: 16, 19, 20, 19, 11, 15, 18, 14, 12, 15, 9, 10
Forage: 14, 16, 16, 18, 18, 14, 17, 9, 13, 13, 13, 16
Forage: 14, 17, 20, 17, 17, 16, 12, 17, 12, 15, 13, 9
Forage: 12, 20, 20, 17, 14, 16, 17, 10, 13, 16, 7, 15
Forage: 13, 16, 22, 19, 15, 16, 13, 15, 14, 14, 13, 11
Forage: 17, 21, 20, 18, 16, 19, 13, 15, 13, 12, 16, 12
Forage: 13, 18, 22, 16, 17, 17, 15, 12, 16, 11, 16, 11
Forage: 17, 20, 17, 19, 16, 13, 16, 14, 13, 14, 11, 14
Forage: 14, 19, 20, 18, 17, 20, 12, 16, 13, 16, 10, 10
Forage: 16, 19, 15, 20, 15, 15, 13, 15, 14, 12, 14, 10
Forage: 15, 23, 18, 17, 18, 18, 12, 10, 17, 15, 12, 13
Forage: 18, 15, 19, 18, 16, 15, 16, 14, 11, 16, 8, 10
Forage: 14, 21, 20, 16, 16, 14, 16, 13, 16, 13, 11, 10
Forage: 15, 19, 18, 16, 19, 17, 14, 13, 18, 10, 14, 13
Forage: 13, 22, 13, 17, 16, 14, 16, 14, 12, 15, 11, 14
Forage: 16, 17, 19, 20, 13, 17, 18, 15, 17, 12, 12, 13
Forage: 12, 18, 17, 20, 16, 14, 17, 13, 15, 14, 11, 8
Forage: 17, 18, 17, 20, 16, 18, 15, 19, 8, 19, 12, 8
Forage: 13, 18, 23, 18, 18, 16, 15, 14, 13, 13, 13, 11
Forage: 12, 22, 17, 16, 14, 17, 12, 15, 11, 15, 15, 10
Forage: 17, 24, 17, 20, 16, 17, 12, 16, 14, 11, 14, 14
Forage: 16, 18, 15, 20, 13, 12, 16, 15, 14, 15, 10, 11
Forage: 14, 20, 19, 17, 18, 14, 12, 16, 12, 15, 12, 14
Forage: 18, 20, 17, 17, 17, 16, 14, 14, 12, 12, 17, 12
Forage: 13, 21, 19, 16, 12, 16, 17, 13, 18, 16, 8, 9
Forage: 17, 15, 13, 16, 16, 14, 14, 12, 17, 10, 16, 14
Forage: 16, 16, 21, 15, 14, 18, 14, 14, 15, 10, 12, 13
Forage: 15, 10, 18, 16, 17, 18, 17, 15, 16, 13, 9, 14
Forage: 14, 13, 20, 19, 17, 20, 12, 18, 12, 15, 14, 10
Forage: 21, 19, 15, 19, 14, 15, 17, 15, 12, 12, 10, 15
Forage: 16, 19, 13, 19, 16, 14, 10, 16, 14, 13, 13, 14
Forage: 14, 21, 18, 23, 16, 15, 14, 16, 17, 10, 18, 11
Forage: 16, 21, 19, 15, 19, 16, 14, 13, 12, 16, 14, 13
Forage: 14, 21, 19, 16, 15, 15, 18, 12, 12, 16, 9, 11
Forage: 17, 17, 17, 20, 17, 16, 16, 15, 15, 12, 10, 10
Forage: 14, 18, 21, 20, 13, 14, 14, 16, 13, 15, 14, 13
Forage: 15, 22, 20, 14, 18, 17, 15, 13, 17, 11, 15, 8
Forage: 15, 20, 19, 14, 20, 17, 16, 12, 18, 12, 10, 12
Forage: 16, 20, 15, 14, 18, 15, 16, 14, 13, 9, 15, 11
Forage: 17, 19, 22, 18, 15, 16, 13, 17, 13, 14, 12, 10
Forage: 14, 21, 21, 18, 16, 14, 16, 13, 12, 11, 17, 9
Forage: 17, 18, 15, 16, 15, 19, 16, 14, 16, 16, 11, 8
Forage: 14, 15, 13, 17, 17, 16, 20, 13, 12, 17, 13, 13
Forage: 16, 19, 18, 17, 19, 15, 15, 12, 16, 11, 12, 12
Forage: 17, 17, 15, 15, 16, 17, 16, 18, 14, 14, 13, 9
Forage: 16, 18, 16, 19, 14, 18, 17, 14, 16, 14, 11, 13
Forage: 12, 13, 19, 19, 16, 16, 16, 14, 13, 12, 13, 14
Forage: 18, 18, 16, 17, 20, 13, 13, 15, 12, 13, 11, 11
Forage: 16, 22, 20, 15, 19, 14, 16, 8, 14, 7, 14, 10
Forage: 12, 20, 19, 18, 13, 18, 11, 18, 14, 15, 14, 9
Forage: 16, 19, 20, 19, 11, 15, 18, 14, 12, 15, 9, 10
Forage: 14, 16, 16, 18, 18, 14, 17, 9, 13, 13, 13, 16
Forage: 14, 17, 20, 17, 17, 16, 12, 17, 12, 15, 13, 9
Forage: 12, 20, 20, 17, 14, 16, 17, 10, 13, 16, 7, 15
Forage: 13, 16, 22, 19, 15, 16, 13, 15, 14, 14, 13, 11
Forage: 17, 21, 20, 18, 16, 19, 13, 15, 13, 12, 16, 12
Forage: 13, 18, 22, 16, 17, 17, 15, 12, 16, 11, 16, 11
Forage: 17, 20, 17, 19, 16, 13, 16, 14, 13, 14, 11, 14
Forage: 14, 19, 20, 18, 17, 20, 12, 16, 13, 16, 10, 10
Forage: 16, 19, 15, 20, 15, 15, 13, 15, 14, 12, 14, 10
Forage: 15, 23, 18, 17, 18, 18, 12, 10, 17, 15, 12, 13
Forage: 18, 15, 19, 18, 16, 15, 16, 14, 11, 16, 8, 10
Forage: 14, 21, 20, 16, 16, 14, 16, 13, 16, 13, 11, 10
Forage: 15, 19, 18, 16, 19, 17, 14, 13, 18, 10, 14, 13
Forage: 13, 22, 13, 17, 16, 14, 16, 14, 12, 15, 11, 14
Forage: 16, 17, 19, 20, 13, 17, 18, 15, 17, 12, 12, 13
Forage: 12, 18, 17, 20, 16, 14, 17, 13, 15, 14, 11, 8
Forage: 17, 18, 17, 20, 16, 18, 15, 19, 8, 19, 12, 8
Forage: 13, 18, 23, 18, 18, 16, 15, 14, 13, 13, 13, 11
Forage: 12, 22, 17, 16, 14, 17, 12, 15, 11, 15, 15, 10
Forage: 17, 24, 17, 20, 16, 17, 12, 16, 14, 11, 14, 14
Forage: 16, 18, 15, 20, 13, 12, 16, 15, 14, 15, 10, 11
Forage: 14, 20, 19, 17, 18, 14, 12, 16, 12, 15, 12, 14
Forage: 18, 20, 17, 17, 17, 16, 14, 14, 12, 12, 17, 12
Forage: 13, 21, 19, 16, 12, 16, 17, 13, 18, 16, 8, 9
Forage: 17, 15, 13, 16, 16, 14, 14, 12, 17, 10, 16, 14
Forage: 16, 16, 21, 15, 14, 18, 14, 14, 15, 10, 12, 13
Forage: 15, 10, 18, 16, 17, 18, 17, 15, 16, 13, 9, 14
Forage: 14, 13, 20, 19, 17, 20, 12, 18, 12, 15, 14, 10
Forage: 21, 19, 15, 19, 14, 15, 17, 15, 12, 12, 10, 15
Forage: 16, 19, 13, 19, 16, 14, 10, 16, 14, 13, 13, 14
Forage: 14, 21, 18, 23, 16, 15, 14, 16, 17, 10, 18, 11
Forage: 16, 21, 19, 15, 19, 16, 14, 13, 12, 16, 14, 13
Forage: 14, 21, 19, 16, 15, 15, 18, 12, 12, 16, 9, 11
Forage: 17, 17, 17, 20, 17, 16, 16, 15, 15, 12, 10, 10
Forage: 14, 18, 21, 20, 13, 14, 14, 16, 13, 15, 14, 13
Forage: 15, 22, 20, 14, 18, 17, 15, 13, 17, 11, 15, 8
Forage: 15, 20, 19, 14, 20, 17, 16, 12, 18, 12, 10, 12
Forage: 16, 20, 15, 14, 18, 15, 16, 14, 13, 9, 15, 11
Forage: 17, 19, 22, 18, 15, 16, 13, 17, 13, 14, 12, 10
Forage: 14, 21, 21, 18, 16, 14, 16, 13, 12, 11, 17, 9
Forage: 17, 18, 15, 16, 15, 19, 16, 14, 16, 16, 11, 8
Forage: 14, 15, 13, 17, 17, 16, 20, 13, 12, 17, 13, 13
Forage: 16, 19, 18, 17, 19, 15, 15, 12, 16, 11, 12, 12
Forage: 17, 17, 15, 15, 16, 17, 16, 18, 14, 14, 13, 9
Forage: 16, 18, 16, 19, 14, 18, 17, 14, 16, 14, 11, 13
Forage: 12, 13, 19, 19, 16, 16, 16, 14, 13, 12, 13, 14
Forage: 18, 18, 16, 17, 20, 13, 13, 15, 12, 13, 11, 11
Forage: 16, 22, 20, 15, 19, 14, 16, 8, 14, 7, 14, 10
Forage: 12, 20, 19, 18, 13, 18, 11, 18, 14, 15, 14, 9
Forage: 16, 19, 20, 19, 11, 15, 18, 14, 12, 15, 9, 10
Forage: 14, 16, 16, 18, 18, 14, 17, 9, 13, 13, 13, 16
Forage: 14, 17, 20, 17, 17, 16, 12, 17, 12, 15, 13, 9
Forage: 12, 20, 20, 17, 14, 16, 17, 10, 13, 16, 7, 15
Forage: 13, 16, 22, 19, 15, 16, 13, 15, 14, 14, 13, 11
Forage: 17, 21, 20, 18, 16, 19, 13, 15, 13, 12, 16, 12
Forage: 13, 18, 22, 16, 17, 17, 15, 12, 16, 11, 16, 11
Forage: 17, 20, 17, 19, 16, 13, 16, 14, 13, 14, 11, 14
Forage: 14, 19, 20, 18, 17, 20, 12, 16, 13, 16, 10, 10
Forage: 16, 19, 15, 20, 15, 15, 13, 15, 14, 12, 14, 10
Forage: 15, 23, 18, 17, 18, 18, 12, 10, 17, 15, 12, 13
Forage: 18, 15, 19, 18, 16, 15, 16, 14, 11, 16, 8, 10
Forage: 14, 21, 20, 16, 16, 14, 16, 13, 16, 13, 11, 10
Forage: 15, 19, 18, 16, 19, 17, 14, 13, 18, 10, 14, 13
Forage: 13, 22, 13, 17, 16, 14, 16, 14, 12, 15, 11, 14
Forage: 16, 17, 19, 20, 13, 17, 18, 15, 17, 12, 12, 13
Forage: 12, 18, 17, 20, 16, 14, 17, 13, 15, 14, 11, 8
Forage: 17, 18, 17, 20, 16, 18, 15, 19, 8, 19, 12, 8
Forage: 13, 18, 23, 18, 18, 16, 15, 14, 13, 13, 13, 11
Forage: 12, 22, 17, 16, 14, 17, 12, 15, 11, 15, 15, 10
Forage: 17, 24, 17, 20, 16, 17, 12, 16, 14, 11, 14, 14
Forage: 16, 18, 15, 20, 13, 12, 16, 15, 14, 15, 10, 11
Forage: 14, 20, 19, 17, 18, 14, 12, 16, 12, 15, 12, 14
Forage: 18, 20, 17, 17, 17, 16, 14, 14, 12, 12, 17, 12
Forage: 13, 21, 19, 16, 12, 16, 17, 13, 18, 16, 8, 9
Forage: 17, 15, 13, 16, 16, 14, 14, 12, 17, 10, 16, 14
Forage: 16, 16, 21, 15, 14, 18, 14, 14, 15, 10, 12, 13
Forage: 15, 10, 18, 16, 17, 18, 17, 15, 16, 13, 9, 14
Forage: 14, 13, 20, 19, 17, 20, 12, 18, 12, 15, 14, 10
Forage: 21, 19, 15, 19, 14, 15, 17, 15, 12, 12, 10, 15
Forage: 16, 19, 13, 19, 16, 14, 10, 16, 14, 13, 13, 14
Forage: 14, 21, 18, 23, 16, 15, 14, 16, 17, 10, 18, 11
Forage: 16, 21, 19, 15, 19, 16, 14, 13, 12, 16, 14, 13
Forage: 14, 21, 19, 16, 15, 15, 18, 12, 12, 16, 9, 11
Forage: 17, 17, 17, 20, 17, 16, 16, 15, 15, 12, 10, 10
Forage: 14, 18, 21, 20, 13, 14, 14, 16, 13, 15, 14, 13
Forage: 15, 22, 20, 14, 18, 17, 15, 13, 17, 11, 15, 8
Forage: 15, 20, 19, 14, 20, 17, 16, 12, 18, 12, 10, 12
Forage: 16, 20, 15, 14, 18, 15, 16, 14, 13, 9, 15, 11
Forage: 17, 19, 22, 18, 15, 16, 13, 17, 13, 14, 12, 10
Forage: 14, 21, 21, 18, 16, 14, 16, 13, 12, 11, 17, 9
Forage: 17, 18, 15, 16, 15, 19, 16, 14, 16, 16, 11, 8
Forage: 14, 15, 13, 17, 17, 16, 20, 13, 12, 17, 13, 13
Forage: 16, 19, 18, 17, 19, 15, 15, 12, 16, 11, 12, 12
Forage: 17, 17, 15, 15, 16, 17, 16, 18, 14, 14, 13, 9
Forage: 16, 18, 16, 19, 14, 18, 17, 14, 16, 14, 11, 13
Forage: 12, 13, 19, 19, 16, 16, 16, 14, 13, 12, 13, 14
Forage: 18, 18, 16, 17, 20, 13, 13, 15, 12, 13, 11, 11
Forage: 16, 22, 20, 15, 19, 14, 16, 8, 14, 7, 14, 10
Forage: 12, 20, 19, 18, 13, 18, 11, 18, 14, 15, 14, 9
Forage: 16, 19, 20, 19, 11, 15, 18, 14, 12, 15, 9, 10
Forage: 14, 16, 16, 18, 18, 14, 17, 9, 13, 13, 13, 16
Forage: 14, 17, 20, 17, 17, 16, 12, 17, 12, 15, 13, 9
Forage: 12, 20, 20, 17, 14, 16, 17, 10, 13, 16, 7, 15
Forage: 13, 16, 22, 19, 15, 16, 13, 15, 14, 14, 13, 11
Forage: 17, 21, 20, 18, 16, 19, 13, 15, 13, 12, 16, 12
Forage: 13, 18, 22, 16, 17, 17, 15, 12, 16, 11, 16, 11
Forage: 17, 20, 17, 19, 16, 13, 16, 14, 13, 14, 11, 14
Forage: 14, 19, 20, 18, 17, 20, 12, 16, 13, 16, 10, 10
Forage: 16, 19, 15, 20, 15, 15, 13, 15, 14, 12, 14, 10
Forage: 15, 23, 18, 17, 18, 18, 12, 10, 17, 15, 12, 13
Forage: 18, 15, 19, 18, 16, 15, 16, 14, 11, 16, 8, 10
Forage: 14, 21, 20, 16, 16, 14, 16, 13, 16, 13, 11, 10
Forage: 15, 19, 18, 16, 19, 17, 14, 13, 18, 10, 14, 13
Forage: 13, 22, 13, 17, 16, 14, 16, 14, 12, 15, 11, 14
Forage: 16, 17, 19, 20, 13, 17, 18, 15, 17, 12, 12, 13
Forage: 12, 18, 17, 20, 16, 14, 17, 13, 15, 14, 11, 8
Forage: 17, 18, 17, 20, 16, 18, 15, 19, 8, 19, 12, 8
Forage: 13, 18, 23, 18, 18, 16, 15, 14, 13, 13, 13, 11
Forage: 12, 22, 17, 16, 14, 17, 12, 15, 11, 15, 15, 10
Forage: 17, 24, 17, 20, 16, 17, 12, 16, 14, 11, 14, 14
Forage: 16, 18, 15, 20, 13, 12, 16, 15, 14, 15, 10, 11
Forage: 14, 20, 19, 17, 18, 14, 12, 16, 12, 15, 12, 14
Forage: 18, 20, 17, 17, 17, 16, 14, 14, 12, 12, 17, 12
Forage: 13, 21, 19, 16, 12, 16, 17, 13, 18, 16, 8, 9
Forage: 17, 15, 13, 16, 16, 14, 14, 12, 17, 10, 16, 14
Forage: 16, 16, 21, 15, 14, 18, 14, 14, 15, 10, 12, 13
Forage: 15, 10, 18, 16, 17, 18, 17, 15, 16, 13, 9, 14
Forage: 14, 13, 20, 19, 17, 20, 12, 18, 12, 15, 14, 10
Forage: 21, 19, 15, 19, 14, 15, 17, 15, 12, 12, 10, 15
Forage: 16, 19, 13, 19, 16, 14, 10, 16, 14, 13, 13, 14
Forage: 14, 21, 18, 23, 16, 15, 14, 16, 17, 10, 18, 11
Forage: 16, 21, 19, 15, 19, 16, 14, 13, 12, 16, 14, 13
Forage: 14, 21, 19, 16, 15, 15, 18, 12, 12, 16, 9, 11
Forage: 17, 17, 17, 20, 17, 16, 16, 15, 15, 12, 10, 10
Forage: 14, 18, 21, 20, 13, 14, 14, 16, 13, 15, 14, 13
Forage: 15, 22, 20, 14, 18, 17, 15, 13, 17, 11, 15, 8
Forage: 15, 20, 19, 14, 20, 17, 16, 12, 18, 12, 10, 12
Forage: 16, 20, 15, 14, 18, 15, 16, 14, 13, 9, 15, 11
Forage: 17, 19, 22, 18, 15, 16, 13, 17, 13, 14, 12, 10
Forage: 14, 21, 21, 18, 16, 14, 16, 13, 12, 11, 17, 9
Forage: 17, 18, 15, 16, 15, 19, 16, 14, 16, 16, 11, 8
Forage: 14, 15, 13, 17, 17, 16, 20, 13, 12, 17, 13, 13
Forage: 16, 19, 18, 17, 19, 15, 15, 12, 16, 11, 12, 12
Forage: 17, 17, 15, 15, 16, 17, 16, 18, 14, 14, 13, 9
Forage: 16, 18, 16, 19, 14, 18, 17, 14, 16, 14, 11, 13
Forage: 12, 13, 19, 19, 16, 16, 16, 14, 13, 12, 13, 14
Forage: 18, 18, 16, 17, 20, 13, 13, 15, 12, 13, 11, 11
Forage: 16, 22, 20, 15, 19, 14, 16, 8, 14, 7, 14, 10
Forage: 12, 20, 19, 18, 13, 18, 11, 18, 14, 15, 14, 9
Forage: 16, 19, 20, 19, 11, 15, 18, 14, 12, 15, 9, 10
Forage: 14, 16, 16, 18, 18, 14, 17, 9, 13, 13, 13, 16
Forage: 14, 17, 20, 17, 17, 16, 12, 17, 12, 15, 13, 9
Forage: 12, 20, 20, 17, 14, 16, 17, 10, 13, 16, 7, 15
Forage: 13, 16, 22, 19, 15, 16, 13, 15, 14, 14, 13, 11
Forage: 17, 21, 20, 18, 16, 19, 13, 15, 13, 12, 16, 12
Forage: 13, 18, 22, 16, 17, 17, 15, 12, 16, 11, 16, 11
Forage: 17, 20, 17, 19, 16, 13, 16, 14, 13, 14, 11, 14
Forage: 14, 19, 20, 18, 17, 20, 12, 16, 13, 16, 10, 10
Forage: 16, 19, 15, 20, 15, 15, 13, 15, 14, 12, 14, 10
Forage: 15, 23, 18, 17, 18, 18, 12, 10, 17, 15, 12, 13
Forage: 18, 15, 19, 18, 16, 15, 16, 14, 11, 16, 8, 10
Forage: 14, 21, 20, 16, 16, 14, 16, 13, 16, 13, 11, 10
Forage: 15, 19, 18, 16, 19, 17, 14, 13, 18, 10, 14, 13
Forage: 13, 22, 13, 17, 16, 14, 16, 14, 12, 15, 11, 14
Forage: 16, 17, 19, 20, 13, 17, 18, 15, 17, 12, 12, 13
Forage: 12, 18, 17, 20, 16, 14, 17, 13, 15, 14, 11, 8
